County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Penobscot County, ME,0.307000011,0.189946711,0.05452488,0.150090378
Clark County, IN,0.344000012,0.210064203,0.068981968,0.122773084
Lubbock County, TX,0.300000012,0.160948366,0.081544735,0.17897204
Pickens County, SC,0.307000011,0.180005699,0.115159482,0.174833179
Oxford County, ME,0.323000014,0.198714674,0.022902844,
Clay County, IN,0.349000007,0.198556244,0.012431609,
Loving County, TX,0.294999987,0.191095755,0.505882323,
Lincoln County, ME,0.245000005,0.161394432,0.013800496,
Clinton County, IN,0.328999996,0.184720814,0.006297683,
Richland County, SC,0.32100001,0.143479422,0.105196886,0.167121608
Knox County, ME,0.239999995,0.147995681,0.050086409,
Crawford County, IN,0.317000002,0.225369319,0.04661388,
Llano County, TX,0.275999993,0.140660107,0.138204992,
Saluda County, SC,0.356999993,0.170490608,0.048263952,
Kennebec County, ME,0.319000006,0.176551118,0.025049943,0.104139088
Daviess County, IN,0.363999993,0.204947174,0.045598824,
Live Oak County, TX,0.279000014,0.147783875,0.036743879,
Hancock County, ME,0.257999986,0.164995447,0.017730616,
Dearborn County, IN,0.35800001,0.183687761,0.068199828,
Spartanburg County, SC,0.300999999,0.179968268,0.137275651,0.133733304
Franklin County, ME,0.335999995,0.17938827,0.010385353,
Decatur County, IN,0.323000014,0.193475515,0.052975919,
Lipscomb County, TX,0.275999993,0.142695799,0.281843901,
Sumter County, SC,0.347000003,0.195728332,0.112741046,0.184506021
Cumberland County, ME,0.238000005,0.127559558,0.045013446,0.081557036
DeKalb County, IN,0.335999995,0.19453752,0.085256502,
Limestone County, TX,0.342000008,0.178701729,0.084744461,
Aroostook County, ME,0.347000003,0.207843244,0.046834771,0.15299328
Delaware County, IN,0.31400001,0.198810324,0.081822678,0.226463789
Union County, SC,0.363999993,0.184363872,0.046782434,
Androscoggin County, ME,0.338999987,0.188246235,0.035495687,0.115508575
Dubois County, IN,0.303000003,0.167219818,0.017321965,
Liberty County, TX,0.277999997,0.174909726,0.076638862,0.126979817
Williamsburg County, SC,0.407999992,0.187861457,0.049649596,
Winn Parish, LA,0.363999993,0.232586414,0.125444353,
Elkhart County, IN,0.328000009,0.207387105,0.073689878,0.118541169
Leon County, TX,0.301999986,0.155595675,0.046065349,
West Feliciana Parish, LA,0.319999993,0.221878275,0.195620313,
Fayette County, IN,0.345999986,0.230408967,0.083201058,
York County, SC,0.316000015,0.168367326,0.070791103,0.096853995
West Carroll Parish, LA,0.377000004,0.20874618,0.030671267,
Floyd County, IN,0.298000008,0.186555609,0.075017616,0.08429637
Lee County, TX,0.319999993,0.146308899,0.020791346,
Aurora County, SD,0.312000006,0.126444235,0.232792482,
West Baton Rouge Parish, LA,0.386000007,0.198470056,0.057557598,
Fountain County, IN,0.314999998,0.20083262,0.064166471,
Lavaca County, TX,0.296000004,0.138439536,0.037850201,
Webster Parish, LA,0.349999994,0.221617445,0.151222453,
Franklin County, IN,0.296999991,0.188062668,0.045098081,
Beadle County, SD,0.321999997,0.149403006,0.08061149,
Washington Parish, LA,0.349999994,0.22796911,0.047975238,
Fulton County, IN,0.370000005,0.195586637,0.058178697,
La Salle County, TX,0.273999989,0.164091572,0.389941007,
Bennett County, SD,0.368000001,0.261246413,0.593348205,
Vernon Parish, LA,0.328000009,0.213825613,0.208794281,
Gibson County, IN,0.319999993,0.190291822,0.012784792,
Lampasas County, TX,0.301999986,0.147104144,0.086092852,
Vermilion Parish, LA,0.324999988,0.195392117,0.02366522,
Grant County, IN,0.391000003,0.211139247,0.079141229,0.210874102
Bon Homme County, SD,0.31400001,0.161688402,0.04280347,
Union Parish, LA,0.347000003,0.193516374,0.089165561,
Greene County, IN,0.331,0.215508491,0.059506852,
Lamb County, TX,0.321999997,0.175850645,0.01564502,
Brookings County, SD,0.284999996,0.130325332,0.163749307,
Terrebonne Parish, LA,0.39199999,0.218619034,0.122901917,0.161559609
Hamilton County, IN,0.268999994,0.128495157,0.038794562,0.042747845
Lamar County, TX,0.331999987,0.183380663,0.12332236,
Tensas Parish, LA,0.338,0.276936859,0.168913752,
Hancock County, IN,0.338999987,0.164497256,0.074376665,0.058343664
Brown County, SD,0.331,0.149943694,0.082336254,
Tangipahoa Parish, LA,0.375,0.204369575,0.111366443,0.16305016
Harrison County, IN,0.35800001,0.201019675,0.016324801,
Knox County, TX,0.282000005,0.152294129,0.210570812,
Brule County, SD,0.354000002,0.164018363,0.128270552,
St. Tammany Parish, LA,0.294,0.171794653,0.066506408,0.12693086
Hendricks County, IN,0.317999989,0.163011879,0.041009042,0.072119688
Kleberg County, TX,0.284000009,0.157710925,0.166378856,
St. Mary Parish, LA,0.360000014,0.209675267,0.147073552,
Henry County, IN,0.377000004,0.212934673,0.014032181,
Buffalo County, SD,0.393999994,0.37029013,0.718442082,
St. Martin Parish, LA,0.382999986,0.201016545,0.01664862,
Howard County, IN,0.312000006,0.240111321,0.084672615,0.112463438
Kinney County, TX,0.275000006,0.161190256,0.022706669,
Butte County, SD,0.323000014,0.156970337,0.087425575,
St. Landry Parish, LA,0.388000011,0.213912204,0.08850392,0.35952501
Huntington County, IN,0.319000006,0.217794523,0.085263684,
King County, TX,0.277999997,0.145186424,0.265517235,
St. John the Baptist Parish, LA,0.38499999,0.192757145,0.129421011,
Jackson County, IN,0.321999997,0.199991003,0.058455434,
Campbell County, SD,0.307000011,0.145027652,0.321937859,
St. James Parish, LA,0.374000013,0.187734738,0.096495941,
Jasper County, IN,0.300999999,0.190983951,0.023226777,
Kimble County, TX,0.286000013,0.143637225,0.076869652,
Charles Mix County, SD,0.328000009,0.208022147,0.038157925,
St. Helena Parish, LA,0.388999999,0.23953709,0.034681939,
Jay County, IN,0.335999995,0.211235493,0.086185791,
Kerr County, TX,0.284999996,0.142731726,0.12824817,
St. Charles Parish, LA,0.340999991,0.177360013,0.182590663,
Jefferson County, IN,0.345999986,0.205254436,0.071700446,
Clark County, SD,0.291000009,0.154586881,0.147074342,
St. Bernard Parish, LA,0.363000005,0.220185265,0.191831857,
Jennings County, IN,0.300999999,0.21038115,0.123974361,
Kent County, TX,0.275000006,0.129747093,0.36145997,
Clay County, SD,0.314999998,0.184750274,0.106696881,
Sabine Parish, LA,0.372000009,0.20096913,0.121017441,
Johnson County, IN,0.291000009,0.170251384,0.08176107,0.076405286
Kenedy County, TX,0.272000015,0.154276595,0.568639934,
Richland Parish, LA,0.377000004,0.220553771,0.06419158,
Knox County, IN,0.32100001,0.202444568,0.072079659,
Codington County, SD,0.312000006,0.15679805,0.0974738,
Red River Parish, LA,0.370999992,0.217803508,0.091709808,
Kosciusko County, IN,0.342999995,0.186574847,0.055709198,0.085013237
Kendall County, TX,0.266000003,0.122098126,0.019269368,
Corson County, SD,0.409999996,0.33053112,0.57644546,
Rapides Parish, LA,0.360000014,0.194961086,0.156919092,0.193306871
LaGrange County, IN,0.340999991,0.206469685,0.00075408,
Kaufman County, TX,0.289999992,0.161233678,0.03999475,0.133764918
Pointe Coupee Parish, LA,0.344999999,0.184307203,0.059867185,
Lake County, IN,0.333000004,0.181089282,0.102111153,0.151631221
Custer County, SD,0.317999989,0.13589932,0.079148434,
Plaquemines Parish, LA,0.333999991,0.207110941,0.118977793,
LaPorte County, IN,0.363999993,0.22818774,0.117444701,0.164223391
Karnes County, TX,0.312999994,0.169532791,0.10656146,
Davison County, SD,0.340000004,0.150574818,0.064936653,
Ouachita Parish, LA,0.349000007,0.229631305,0.138294742,0.216170259
Lawrence County, IN,0.354999989,0.192113593,0.042911805,
Jones County, TX,0.294,0.173874736,0.08748129,
Orleans Parish, LA,0.319999993,0.203292206,0.088524394,0.23830149
Madison County, IN,0.356999993,0.239940792,0.098035641,0.176878144
Day County, SD,0.337000012,0.15786621,0.175819948,
Natchitoches Parish, LA,0.335000008,0.238461331,0.138849005,
Marion County, IN,0.326999992,0.214313611,0.087852009,0.168061881
Johnson County, TX,0.305000007,0.156014189,0.074424401,0.105822096
Deuel County, SD,0.338999987,0.140842676,0.266490698,
Morehouse Parish, LA,0.391000003,0.231963217,0.151253536,
Marshall County, IN,0.316000015,0.194287181,0.050775517,
Jim Wells County, TX,0.293000013,0.154643551,0.094986856,
Madison Parish, LA,0.386999995,0.287153989,0.051083006,
Martin County, IN,0.375,0.193954259,0.012101643,
Dewey County, SD,0.393999994,0.282262057,0.197605968,
Livingston Parish, LA,0.342000008,0.198102519,0.051021244,0.099016008
Miami County, IN,0.333000004,0.232845902,0.09152025,
Jim Hogg County, TX,0.284000009,0.155622154,0.170072883,
Douglas County, SD,0.300000012,0.130604729,0.298085153,
Lincoln Parish, LA,0.360000014,0.232424438,0.176890686,
Monroe County, IN,0.226999998,0.192417815,0.044726703,0.219336933
Jefferson County, TX,0.342999995,0.171493396,0.079681024,0.184796855
LaSalle Parish, LA,0.316000015,0.213885039,0.060434967,
Montgomery County, IN,0.294,0.201976344,0.06599801,
Edmunds County, SD,0.282999992,0.140580699,0.181484535,
Lafourche Parish, LA,0.409000009,0.189374149,0.091307633,0.166758404
Morgan County, IN,0.328999996,0.19032234,0.040680908,0.112315742
Jeff Davis County, TX,0.268000007,0.145763278,0.04573974,
Fall River County, SD,0.298000008,0.143462747,0.134636864,
Lafayette Parish, LA,0.319999993,0.208575919,0.069880858,0.151514897
Newton County, IN,0.349999994,0.209781528,0.046053626,
Jasper County, TX,0.296999991,0.172000989,0.075878903,
Jefferson Davis Parish, LA,0.400999993,0.204933524,0.034906961,
Noble County, IN,0.338999987,0.207686022,0.021410946,
Faulk County, SD,0.294999987,0.139473915,0.217801735,
Jefferson Parish, LA,0.356999993,0.172680542,0.04744919,0.152673602
Ohio County, IN,0.326999992,0.166258067,,
Jackson County, TX,0.335999995,0.142563611,0.04326022,
Grant County, SD,0.31400001,0.133485287,0.04553201,
Jackson Parish, LA,0.331,0.208909258,0.113958657,
Orange County, IN,0.356000006,0.200243577,0.054814436,
Jack County, TX,0.286000013,0.169927001,0.180539548,
Iberville Parish, LA,0.400000006,0.213794112,0.036477141,
Owen County, IN,0.354999989,0.203976139,0.003991204,
Gregory County, SD,0.298000008,0.166411787,0.1264745,
Iberia Parish, LA,0.34799999,0.201713741,0.081160009,0.245730808
Parke County, IN,0.342000008,0.215611115,0.058273848,
Irion County, TX,0.284999996,0.129850432,0.267992765,
Haakon County, SD,0.277999997,0.165381372,0.170355171,
Grant Parish, LA,0.358999997,0.193037882,0.072656669,
Perry County, IN,0.30399999,0.19613035,0.094630025,
Hutchinson County, TX,0.298999995,0.161415368,0.097732775,
Franklin Parish, LA,0.377000004,0.24228467,0.056792274,
Pike County, IN,0.337000012,0.180862725,0.024172915,
Hamlin County, SD,0.300000012,0.142491415,0.332112849,
Evangeline Parish, LA,0.395999998,0.23876974,0.145018265,
Porter County, IN,0.312999994,0.187733337,0.078627549,0.090354533
Hunt County, TX,0.296000004,0.164142802,0.048831452,0.126689693
Hand County, SD,0.298000008,0.125553787,0.127594411,
East Feliciana Parish, LA,0.363000005,0.192903012,0.05872472,
Posey County, IN,0.301999986,0.176037461,0.057985514,
Hudspeth County, TX,0.280000001,0.195264518,0.672657549,
East Carroll Parish, LA,0.384000003,0.31976226,0.115179271,
Pulaski County, IN,0.303000003,0.197418854,0.010619083,
Hanson County, SD,0.333999991,0.149410531,0.059644498,
East Baton Rouge Parish, LA,0.321999997,0.167492092,0.107277401,0.161209126
Putnam County, IN,0.32100001,0.192896053,0.015876975,
Howard County, TX,0.347000003,0.156364352,0.160136387,
Harding County, SD,0.333999991,0.157010749,0.333061218,
De Soto Parish, LA,0.393000007,0.214949906,0.094207503,
Randolph County, IN,0.363000005,0.204910263,0.070091508,
Houston County, TX,0.284000009,0.181329489,0.229070678,
Concordia Parish, LA,0.368000001,0.238518134,0.146999389,
Ripley County, IN,0.351999998,0.181027398,0.005005344,
Hughes County, SD,0.31099999,0.142181054,0.052878041,
Claiborne Parish, LA,0.354000002,0.244801342,0.070959494,
Rush County, IN,0.35800001,0.204033107,0.010238387,
Hopkins County, TX,0.324000001,0.168018997,0.069397204,
Hutchinson County, SD,0.296999991,0.138814732,0.027382668,
Catahoula Parish, LA,0.328999996,0.215467945,0.105994686,
St. Joseph County, IN,0.312000006,0.20287022,0.098729506,0.12976082
Hood County, TX,0.270000011,0.135221198,0.097880952,
Cameron Parish, LA,0.335000008,0.164095268,0.0599529,
Scott County, IN,0.324000001,0.215240031,0.013003011,
Hyde County, SD,0.324999988,0.136742368,0.190504745,
Caldwell Parish, LA,0.381999999,0.218483508,0.03233251,
Shelby County, IN,0.354000002,0.194137305,0.03954386,
Hockley County, TX,0.30399999,0.149590716,0.174328744,
Jackson County, SD,0.342999995,0.264169246,0.389281541,
Calcasieu Parish, LA,0.344000012,0.203245178,0.092951432,0.144351684
Spencer County, IN,0.317999989,0.176284656,1.76E-05,
Hill County, TX,0.287999988,0.16735588,0.022740304,
Caddo Parish, LA,0.367000014,0.208401993,0.141404733,0.222174571
Starke County, IN,0.360000014,0.216182098,0.031770203,
Jerauld County, SD,0.275000006,0.128189892,0.311451286,
Bossier Parish, LA,0.328999996,0.186878577,0.079291351,0.151413276
Steuben County, IN,0.342999995,0.200485632,0.075424865,
Hidalgo County, TX,0.335000008,0.151249945,0.212502822,0.304665931
Jones County, SD,0.287999988,0.141442478,0.330434769,
Bienville Parish, LA,0.391000003,0.20185408,0.122373104,
Sullivan County, IN,0.331,0.213368252,0.017436516,
Henderson County, TX,0.317000002,0.171664879,0.122973152,0.210665415
Beauregard Parish, LA,0.328000009,0.199008301,0.137954623,
Switzerland County, IN,0.296000004,0.241418302,0.020806715,
Kingsbury County, SD,0.31400001,0.13738279,0.142907247,
Avoyelles Parish, LA,0.391000003,0.205894858,0.093407154,
Tippecanoe County, IN,0.289999992,0.173088372,0.066627763,0.184892196
Hemphill County, TX,0.275999993,0.147200212,0.019794099,
Lake County, SD,0.319999993,0.141699106,0.018312976,
Assumption Parish, LA,0.419999987,0.191525236,0.143135548,
Tipton County, IN,0.300000012,0.17516607,0.029741425,
Hays County, TX,0.257999986,0.150965914,0.06229464,0.160113152
Ascension Parish, LA,0.305999994,0.185478285,0.080983132,0.108832463
Union County, IN,0.312999994,0.19837226,,
Lawrence County, SD,0.264999986,0.164260164,0.057386179,
Allen Parish, LA,0.352999985,0.211531952,0.115485527,
Vanderburgh County, IN,0.335000008,0.218089476,0.040149782,0.150676768
Haskell County, TX,0.282999992,0.156839252,0.114435337,
Lincoln County, SD,0.291999996,0.136549592,0.013672752,
Acadia Parish, LA,0.338,0.210473552,0.00601998,
Vermillion County, IN,0.317000002,0.191408515,0.049584378,
Hartley County, TX,0.27700001,0.132045701,0.089402556,
Woodford County, KY,0.308999985,0.188664421,0.115641117,
Vigo County, IN,0.317000002,0.217809409,0.13848038,0.187974799
Lyman County, SD,0.34799999,0.217954651,0.368509352,
Wolfe County, KY,0.328000009,0.288380921,0.008699392,
Wabash County, IN,0.326999992,0.189359158,0.046941306,
Harrison County, TX,0.338,0.163378254,0.044481102,0.112431011
McCook County, SD,0.308999985,0.138071343,0.104177125,
Whitley County, KY,0.358999997,0.252559185,0.070229344,
Warren County, IN,0.326000005,0.178096667,0.016982215,
Harris County, TX,0.273999989,0.128551036,0.063404307,0.165969297
Webster County, KY,0.347000003,0.231911525,0.01073733,
Warrick County, IN,0.321999997,0.163640127,0.051882528,
McPherson County, SD,0.286000013,0.148509651,0.267774343,
Wayne County, KY,0.400999993,0.239725113,0.081419319,
Washington County, IN,0.342999995,0.22573252,0.043111198,
Hardin County, TX,0.305000007,0.150640294,0.100237802,
Marshall County, SD,0.335000008,0.145250797,0.192223102,
Washington County, KY,0.324999988,0.202148721,0.080251597,
Wayne County, IN,0.317000002,0.214802444,0.06625057,0.154975089
Hardeman County, TX,0.300999999,0.169663146,0.133425742,
Warren County, KY,0.324000001,0.194560602,0.055885229,0.172087878
Wells County, IN,0.273999989,0.179952741,0.036054272,
Meade County, SD,0.27700001,0.16390036,0.092877425,
Union County, KY,0.312999994,0.236627996,0.046184093,
White County, IN,0.356999993,0.175136253,0.037419416,
Hansford County, TX,0.293000013,0.163516909,0.353729993,
Mellette County, SD,0.351999998,0.292455703,0.562734902,
Trimble County, KY,0.361000001,0.211773843,0.023582766,
Whitley County, IN,0.365999997,0.185487434,0.01905171,
Hamilton County, TX,0.300000012,0.143363088,0.0745112,
Trigg County, KY,0.356000006,0.204248071,0.059401553,
Adair County, IA,0.328999996,0.140088558,0.012886951,
Miner County, SD,0.303000003,0.141833574,0.09930981,
Todd County, KY,0.347000003,0.2132961,0.002189623,
Adams County, IA,0.314999998,0.145271093,0.01289803,
Hall County, TX,0.298000008,0.19187443,0.123016469,
Minnehaha County, SD,0.300999999,0.157942742,0.045231014,0.094632305
Taylor County, KY,0.337000012,0.236361966,0.084624819,
Allamakee County, IA,0.338,0.142363146,0.021623047,
Hale County, TX,0.305000007,0.167074189,0.09429387,
Spencer County, KY,0.352999985,0.19938238,,
Appanoose County, IA,0.35800001,0.164349332,0.050909527,
Moody County, SD,0.331999987,0.172816977,0.307185054,
Oglala Lakota County, SD,0.412,0.412017643,0.621108234,
Audubon County, IA,0.324000001,0.150572494,0.02646701,
Guadalupe County, TX,0.323000014,0.142249376,0.103448503,0.07937037
Simpson County, KY,0.386999995,0.225428119,0.057420425,
Shelby County, KY,0.340000004,0.188340947,0.032462388,
Benton County, IA,0.349000007,0.150354326,0.029550016,
Grimes County, TX,0.300999999,0.170591861,0.162101701,
Pennington County, SD,0.26699999,0.154654041,0.082869731,0.137577059
Black Hawk County, IA,0.305999994,0.15471375,0.109190166,0.170595348
Scott County, KY,0.32100001,0.181475759,0.086703628,
Perkins County, SD,0.310000002,0.144622952,0.175551191,
Boone County, IA,0.337000012,0.142787814,0.044784781,
Gregg County, TX,0.349000007,0.162346095,0.103444032,0.141862897
Russell County, KY,0.349000007,0.241697475,0.004155743,
Rowan County, KY,0.358999997,0.243788913,0.040247448,
Bremer County, IA,0.331999987,0.125939265,0.017076412,
Grayson County, TX,0.291000009,0.164199263,0.078895569,0.115740881
Potter County, SD,0.268999994,0.127788857,0.325481355,
Buchanan County, IA,0.330000013,0.157555044,0.048972867,
Rockcastle County, KY,0.351999998,0.241763994,0.009461374,
Roberts County, SD,0.323000014,0.210471287,0.101996206,
Buena Vista County, IA,0.32100001,0.143611014,0.035001531,
Gray County, TX,0.303000003,0.16599758,0.067343168,
Robertson County, KY,0.34799999,0.212654963,0.351792306,
Pulaski County, KY,0.340999991,0.233345538,0.07851509,
Butler County, IA,0.349999994,0.14496313,0.132497057,
Gonzales County, TX,0.296999991,0.154411644,0.111757837,
Sanborn County, SD,0.312999994,0.14166294,0.295761317,
Calhoun County, IA,0.335000008,0.159550533,0.007832481,
Powell County, KY,0.388999999,0.231669351,0.013708087,
Spink County, SD,0.331,0.152138978,0.124762855,
Carroll County, IA,0.312999994,0.139896661,0.012069746,
Goliad County, TX,0.294,0.143350437,0.096450195,
Pike County, KY,0.402999997,0.223209977,0.007780156,
Perry County, KY,0.370999992,0.254635274,0.011948477,
Cass County, IA,0.370999992,0.159527332,0.083394676,
Glasscock County, TX,0.275000006,0.138902798,0.225421071,
Stanley County, SD,0.335999995,0.135235935,0.055365887,
Cedar County, IA,0.337000012,0.138921857,0.049695648,
Pendleton County, KY,0.34799999,0.196770072,0.002386584,
Sully County, SD,0.331,0.133586362,0.176378742,
Cerro Gordo County, IA,0.333000004,0.140717074,0.042985968,
Gillespie County, TX,0.256000012,0.131898642,0.055063069,
Owsley County, KY,0.365999997,0.266848892,0.005010655,
Owen County, KY,0.321999997,0.21171622,0.042561024,
Cherokee County, IA,0.340999991,0.144117519,0.018283829,
Garza County, TX,0.275999993,0.158110067,0.018259758,
Todd County, SD,0.377999991,0.390797019,0.142647356,
Chickasaw County, IA,0.338,0.148339123,0.048994012,
Oldham County, KY,0.280000001,0.158843204,0.071812831,0.065165013
Tripp County, SD,0.312000006,0.168276876,0.0884142,
Clarke County, IA,0.328000009,0.153371915,0.022700796,
Galveston County, TX,0.296999991,0.150477245,0.078152061,0.117152737
Ohio County, KY,0.391000003,0.226446152,0.083503015,
Nicholas County, KY,0.330000013,0.237004146,0.00188993,
Clay County, IA,0.370999992,0.153492123,0.02835919,
Gaines County, TX,0.328000009,0.155652002,0.01132925,
Turner County, SD,0.340000004,0.141548336,0.005302921,
Clayton County, IA,0.333999991,0.147316188,0.010821664,
Nelson County, KY,0.317000002,0.199238703,0.040362649,
Union County, SD,0.300999999,0.140645102,0.02272561,
Clinton County, IA,0.323000014,0.162565336,0.063753054,
Frio County, TX,0.282000005,0.170473307,0.050224341,
Muhlenberg County, KY,0.360000014,0.21448876,0.022556655,
Morgan County, KY,0.377000004,0.28146261,0.085195057,
Crawford County, IA,0.328000009,0.161230698,0.092175819,
Freestone County, TX,0.31099999,0.163043395,0.058721032,
Walworth County, SD,0.303000003,0.147983074,0.088899747,
Dallas County, IA,0.277999997,0.127618939,0.012157856,0.073846703
Montgomery County, KY,0.326000005,0.237765089,0.050584827,
Yankton County, SD,0.319999993,0.157433212,0.09583009,
Davis County, IA,0.319000006,0.178718001,0.061337952,
Franklin County, TX,0.286000013,0.159560159,0.024446541,
Monroe County, KY,0.342000008,0.241979241,0.014031864,
Metcalfe County, KY,0.335000008,0.264157355,0.005340191,
Decatur County, IA,0.368999988,0.180356517,0.041087102,
Fort Bend County, TX,0.246000007,0.123252884,0.070545055,0.079727608
Ziebach County, SD,0.444999993,0.320249677,0.265703112,
Delaware County, IA,0.34799999,0.145392418,0.031611539,
Mercer County, KY,0.340000004,0.202064663,0.094254598,
Anderson County, TN,0.308999985,0.207123846,0.093591869,0.196720877
Des Moines County, IA,0.326000005,0.179516926,0.091807529,
Foard County, TX,0.273999989,0.133136094,0.457702577,
Menifee County, KY,0.356999993,0.239661634,0.007443827,
Meade County, KY,0.377000004,0.240963057,0.077751644,
Dickinson County, IA,0.328000009,0.132138669,0.036786325,
Floyd County, TX,0.280999988,0.166735291,0.0168915,
Bedford County, TN,0.317000002,0.213970616,0.066225559,
Dubuque County, IA,0.280000001,0.139488518,0.054458153,0.12306899
Mason County, KY,0.308999985,0.231375679,0.072412506,
Benton County, TN,0.342999995,0.226644814,0.065641567,
Emmet County, IA,0.363000005,0.151263624,0.090822443,
Fisher County, TX,0.277999997,0.144057214,0.031046102,
Martin County, KY,0.405000001,0.27734676,0.00024079,
Marshall County, KY,0.335000008,0.183769166,0.013560751,
Fayette County, IA,0.333999991,0.155186057,0.016206879,
Fayette County, TX,0.270000011,0.134244755,0.075938806,
Bledsoe County, TN,0.317000002,0.256070882,0.016379938,
Floyd County, IA,0.296000004,0.159746617,0.047770023,
Marion County, KY,0.321999997,0.213886544,0.008157898,
Blount County, TN,0.330000013,0.190587312,0.11627353,0.089362853
Franklin County, IA,0.333000004,0.155020386,0.051942389,
Fannin County, TX,0.291999996,0.162086233,0.134657934,
Magoffin County, KY,0.363000005,0.245538503,0.009006345,
Madison County, KY,0.34799999,0.197914824,0.108301751,0.162153393
Fremont County, IA,0.335999995,0.145925164,0.222352609,
Falls County, TX,0.305999994,0.183219105,0.065207504,
Bradley County, TN,0.365999997,0.200850412,0.120309092,0.153651855
Greene County, IA,0.338,0.154013634,0.041839853,
McLean County, KY,0.388000011,0.205156922,0.002139076,
Campbell County, TN,0.333999991,0.250345558,0.101019926,
Grundy County, IA,0.316000015,0.126742482,0.024613829,
Erath County, TX,0.26699999,0.173209682,0.164148852,
McCreary County, KY,0.375999987,0.307512194,0.014921454,
McCracken County, KY,0.326999992,0.206456274,0.088359274,0.133855425
Guthrie County, IA,0.351999998,0.152347535,0.038645022,
El Paso County, TX,0.270999998,0.153911188,0.095742069,0.205865098
Cannon County, TN,0.340000004,0.214710534,0.010600307,
Hamilton County, IA,0.344000012,0.150711671,0.056781579,
Lyon County, KY,0.331999987,0.187910736,0.01030457,
Carroll County, TN,0.31099999,0.210810632,0.03379491,
Hancock County, IA,0.351000011,0.135178447,0.045194544,
Ellis County, TX,0.326000005,0.129762173,0.063332789,0.081252216
Logan County, KY,0.349000007,0.21812062,0.069572441,
Livingston County, KY,0.294999987,0.205394953,0.064828321,
Hardin County, IA,0.335999995,0.143957913,0.036467955,
Edwards County, TX,0.291000009,0.1284087,0.095432147,
Carter County, TN,0.347000003,0.23885721,0.204612792,
Harrison County, IA,0.349000007,0.143152699,0.052339073,
Lincoln County, KY,0.338,0.228845939,0.114329293,
Cheatham County, TN,0.372000009,0.20708701,0.00567588,
Henry County, IA,0.338999987,0.167129815,0.103810072,
Ector County, TX,0.317999989,0.148428306,0.063974738,0.11035556
Lewis County, KY,0.39199999,0.248953938,0.008603331,
Letcher County, KY,0.389999986,0.240764573,,
Howard County, IA,0.303000003,0.151121825,0.121348262,
Eastland County, TX,0.31099999,0.161717474,0.101013117,
Chester County, TN,0.356000006,0.205951467,0.057217173,
Humboldt County, IA,0.307000011,0.161239162,0.051512789,
Leslie County, KY,0.432999998,0.262670577,0.016966904,
Claiborne County, TN,0.273000002,0.230644226,0.102158517,
Ida County, IA,0.294999987,0.137760758,0.00355141,
Duval County, TX,0.27700001,0.165243804,0.196287736,
Lee County, KY,0.370000005,0.28201434,0.000140124,
Lawrence County, KY,0.411000013,0.222729191,0.09005969,
Iowa County, IA,0.30399999,0.138913125,0.032843404,
Donley County, TX,0.286000013,0.146585494,0.058118943,
Clay County, TN,0.312999994,0.252450287,0.000651543,
Jackson County, IA,0.328999996,0.153888538,0.069713742,
Laurel County, KY,0.398999989,0.224018246,0.044506583,
Cocke County, TN,0.328999996,0.248749882,0.116939947,
Jasper County, IA,0.323000014,0.146610051,0.039242655,
Dimmit County, TX,0.310000002,0.160913467,0.179626659,
Larue County, KY,0.347000003,0.217429355,0.00517396,
Knox County, KY,0.430000007,0.294065326,0.057057627,
Jefferson County, IA,0.275999993,0.153136104,0.03971494,
Dickens County, TX,0.273000002,0.163934454,0.055551052,
Coffee County, TN,0.335000008,0.225750685,0.073842198,
Johnson County, IA,0.233999997,0.144423366,0.033386592,0.169398755
Knott County, KY,0.395000011,0.246708199,0.00404455,
Crockett County, TN,0.294,0.23780337,0.002607999,
Jones County, IA,0.375999987,0.156840742,0.053422365,
DeWitt County, TX,0.307000011,0.15329662,0.079000413,
Kenton County, KY,0.298999995,0.195267171,0.06404046,0.097344591
Johnson County, KY,0.416000009,0.250258058,0.078366511,
Keokuk County, IA,0.314999998,0.155698419,0.083971284,
Denton County, TX,0.223000005,0.142564356,0.043475784,0.075734318
Cumberland County, TN,0.324999988,0.195620269,0.080249175,
Kossuth County, IA,0.342000008,0.136231408,0.148927093,
Jessamine County, KY,0.319999993,0.201837823,0.046657596,
Davidson County, TN,0.30399999,0.209488347,0.073417239,0.153951915
Lee County, IA,0.338999987,0.173691407,0.070265532,
Delta County, TX,0.291000009,0.167021096,0.027010888,
Jefferson County, KY,0.319000006,0.192227796,0.043654524,0.153724661
Jackson County, KY,0.38499999,0.281838536,0.000967915,
Linn County, IA,0.333000004,0.146695897,0.046070974,0.092538801
Deaf Smith County, TX,0.300999999,0.149895161,0.090963773,
Decatur County, TN,0.335999995,0.212489113,0.029471569,
Louisa County, IA,0.375,0.158360675,0.003210547,
Hopkins County, KY,0.335000008,0.193649858,0.088699259,
DeKalb County, TN,0.305999994,0.224823445,0.007600859,
Lucas County, IA,0.360000014,0.13771522,0.081702329,
Dawson County, TX,0.301999986,0.158956528,0.139094517,
Hickman County, KY,0.349999994,0.225830644,0,
Henry County, KY,0.328999996,0.214109063,0.005289611,
Lyon County, IA,0.338999987,0.132727116,0.032136828,
Dallas County, TX,0.287,0.1456635,0.06969852,0.140999218
Dickson County, TN,0.356000006,0.209910944,0.051880371,
